customerID,churn_probability,monthly_revenue,annual_revenue_at_risk,retention_priority_score
5336-UFNZP,0.49,107.45,631.63,52.64
5802-ADBRC,0.504,104.4,631.13,52.59
7603-USHJS,0.712,73.75,630.32,52.53
0141-YEAYS,0.607,86.45,629.31,52.44
2267-WTPYD,0.558,94.0,629.24,52.44
2971-SGAFL,0.666,78.75,629.01,52.42
2398-YPMUR,0.746,70.15,628.28,52.36
6259-WJQLC,0.645,81.1,628.1,52.34
5553-AOINX,0.499,104.9,627.94,52.33
4547-LYTDD,0.72,72.65,627.95,52.33
7103-IPXPJ,0.526,99.4,627.75,52.31
3737-XBQDD,0.616,84.85,627.67,52.31
4612-THJBS,0.499,104.75,627.56,52.3
5916-QEWPT,0.757,69.0,627.08,52.26
2041-JIJCI,0.816,64.0,627.01,52.25
6300-BWMJX,0.56,93.35,626.79,52.23
2528-HFYZX,0.682,76.45,626.03,52.17
6987-XQSJT,0.656,79.5,625.94,52.16
5931-FLJJF,0.744,70.1,625.85,52.15
7018-WBJNK,0.666,78.3,625.75,52.15
5575-TPIZQ,0.585,89.15,625.62,52.13
5609-IMCGG,0.618,84.35,625.41,52.12
1258-YMZNM,0.471,110.5,624.8,52.07
6331-LWDTQ,0.721,72.15,624.64,52.05
5334-JLAXU,0.553,94.1,624.59,52.05
5897-ZYEKH,0.493,105.6,624.44,52.04
2696-NARTR,0.705,73.85,624.35,52.03
8778-LMWTJ,0.695,74.85,624.28,52.02
8552-OBVRU,0.498,104.5,623.93,51.99
7395-IGJOS,0.637,81.5,623.29,51.94
9812-GHVRI,0.619,83.85,623.2,51.93
5174-ITUMV,0.492,105.4,621.85,51.82
8685-WHQPW,0.696,74.4,621.31,51.78
4480-QQRHC,0.699,74.05,621.24,51.77
5651-YLPRD,0.601,86.1,620.89,51.74
9947-OTFQU,0.695,74.4,620.83,51.74
8705-DWKTI,0.617,83.8,620.69,51.72
9506-UXUSK,0.737,70.15,620.59,51.72
9821-BESNZ,0.496,104.25,620.49,51.71
5175-WLYXL,0.656,78.85,620.43,51.7
1262-OPMFY,0.682,75.75,620.22,51.68
6627-CFOSN,0.519,99.45,619.65,51.64
1346-UFHAX,0.645,80.0,619.32,51.61
4097-YODCF,0.496,103.8,618.05,51.5
0575-CUQOV,0.526,97.95,618.06,51.5
1845-CSBRZ,0.603,85.35,618.03,51.5
0475-RIJEP,0.661,77.85,617.79,51.48
5945-AZYHT,0.47,109.6,617.65,51.47
8155-IBNHG,0.682,75.4,617.32,51.44
4238-HFHSN,0.626,82.15,617.07,51.42
5108-ADXWO,0.7,73.5,616.97,51.41
9283-LZQOH,0.691,74.4,616.65,51.39
2575-GFSOE,0.744,69.0,616.42,51.37
2141-RRYGO,0.748,68.65,615.79,51.32
2189-WWOEW,0.596,85.9,614.71,51.23
4391-LNRXK,0.54,94.95,614.72,51.23
4013-TLDHQ,0.654,78.25,614.17,51.18
5213-TWWJU,0.562,91.0,613.76,51.15
1077-HUUJM,0.72,71.05,613.73,51.14
2604-IJPDU,0.53,96.55,613.62,51.13
1910-FMXJM,0.636,80.4,613.34,51.11
7346-MEDWM,0.614,83.25,613.01,51.08
4818-DRBQT,0.637,80.15,612.56,51.05
0411-EZJZE,0.846,60.25,611.64,50.97
5973-EJGDP,0.584,87.35,611.65,50.97
2311-QYMUQ,0.57,89.45,611.64,50.97
3374-LXDEV,0.57,89.4,611.47,50.96
2811-POVEX,0.576,88.45,611.46,50.96
1984-FCOWB,0.465,109.5,610.99,50.92
3886-CERTZ,0.466,109.25,610.53,50.88
4398-HSCJH,0.8,63.6,610.37,50.86
2432-TFSMK,0.568,89.6,610.33,50.86
5813-UECBU,0.606,83.85,610.22,50.85
4471-KXAUH,0.603,84.3,610.25,50.85
9518-RWHZL,0.508,100.05,609.98,50.83
9571-EDEBV,0.515,98.65,609.75,50.81
4070-OKWVH,0.537,94.6,609.65,50.8
1899-VXWXM,0.478,106.1,609.18,50.77
7251-LJBQN,0.489,103.75,609.09,50.76
6080-TCMYC,0.625,81.2,609.14,50.76
3540-RZJYU,0.589,86.2,608.88,50.74
8623-TMRBY,0.602,84.2,608.69,50.72
2955-BJZHG,0.627,80.85,608.63,50.72
9620-ENEJV,0.719,70.55,608.36,50.7
7549-MYGPK,0.504,100.55,608.4,50.7
9391-YZEJW,0.539,94.0,608.39,50.7
9796-BPKIW,0.725,69.95,608.27,50.69
2101-RANCD,0.693,73.1,608.3,50.69
0947-MUGVO,0.687,73.65,607.41,50.62
2403-BCASL,0.452,111.95,607.09,50.59
0537-QYZZN,0.633,79.85,606.93,50.58
7789-HKSBS,0.481,105.2,606.83,50.57
3943-KDREE,0.674,74.95,606.44,50.54
2378-HTWFW,0.555,91.0,606.47,50.54
6906-ANDWJ,0.675,74.9,606.43,50.54
3500-RMZLT,0.525,96.3,606.54,50.54
0265-PSUAE,0.501,100.7,605.61,50.47
8404-GFGCZ,0.769,65.6,605.44,50.45
7978-DKUQH,0.676,74.6,605.24,50.44
9432-VOFYX,0.712,70.8,605.16,50.43
7722-CVFXN,0.479,105.2,604.78,50.4
0829-XXPLX,0.563,89.4,604.3,50.36
4821-SJHJV,0.562,89.6,604.22,50.35
5044-LRQAQ,0.727,69.2,604.07,50.34
9540-JYROE,0.718,70.1,603.56,50.3
4993-JCRGJ,0.596,84.3,603.2,50.27
1644-IRKSF,0.535,93.8,602.58,50.22
2133-TSRRM,0.477,105.35,602.59,50.22
9776-CLUJA,0.647,77.5,602.07,50.17
7251-XFOIL,0.562,89.2,601.87,50.16
0958-YHXGP,0.717,69.9,601.73,50.14
0637-UBJRP,0.596,84.05,601.44,50.12
2911-WDXMV,0.622,80.55,601.37,50.11
2476-YGEFM,0.659,76.0,601.04,50.09
9350-VLHMB,0.559,89.55,600.74,50.06
0843-WTBXE,0.586,85.45,600.41,50.03
0327-WFZSY,0.5,100.0,600.24,50.02
3398-ZOUAA,0.724,69.1,600.13,50.01
9626-VFRGG,0.565,88.5,599.74,49.98
8840-DQLGN,0.497,100.5,599.58,49.97
7126-RBHSD,0.633,78.9,598.88,49.91
0419-YAAPX,0.585,85.3,598.53,49.88
0577-WHMEV,0.549,90.7,597.99,49.83
5605-IYGFG,0.713,69.85,597.62,49.8
0439-IFYUN,0.667,74.7,597.63,49.8
0650-BWOZN,0.677,73.55,597.47,49.79
5443-SCMKX,0.528,94.3,597.41,49.78
1485-YDHMM,0.532,93.25,595.8,49.65
7694-VLBWQ,0.477,104.1,595.26,49.61
1391-UBDAR,0.68,72.9,595.11,49.59
9369-XFEHK,0.614,80.6,594.06,49.51
1074-AMIOH,0.457,108.25,593.76,49.48
9365-SRSZE,0.701,70.55,593.57,49.46
0570-BFQHT,0.614,80.55,593.42,49.45
3884-HCSWG,0.706,70.0,593.23,49.44
5909-ECHUI,0.878,56.25,592.76,49.4
3569-EDBPQ,0.585,84.35,592.56,49.38
2640-PMGFL,0.621,79.5,592.55,49.38
7658-UYUQS,0.57,86.55,592.41,49.37
1769-GRUIK,0.694,71.1,592.39,49.37
3023-GFLBR,0.573,86.15,592.07,49.34
7627-JKIAZ,0.625,78.95,591.88,49.32
5371-VYLSX,0.591,83.4,591.22,49.27
0691-NIKRI,0.465,105.95,591.18,49.26
1399-UBQIU,0.71,69.35,590.69,49.22
6270-OMFIW,0.521,94.4,590.48,49.21
6777-TGHTM,0.46,106.95,590.1,49.18
7924-GJZFI,0.71,69.3,590.04,49.17
3339-EAQNV,0.505,97.25,589.83,49.15
1360-JYXKQ,0.495,99.1,589.2,49.1
5035-BVCXS,0.646,75.9,588.69,49.06
8630-FJLIB,0.703,69.8,588.59,49.05
6050-IJRHS,0.461,106.5,588.59,49.05
0080-OROZO,0.494,99.25,588.31,49.03
5301-GAUUY,0.61,80.35,588.18,49.01
4828-FAZPK,0.613,79.95,587.66,48.97
5501-TVMGM,0.885,55.25,586.91,48.91
8160-HOWOX,0.731,66.85,586.71,48.89
0118-JPNOY,0.57,85.8,586.7,48.89
6821-JPCDC,0.504,97.05,586.46,48.87
2373-NTKOD,0.738,66.25,586.34,48.86
5649-VUKMC,0.511,95.5,586.16,48.85
4526-ZJJTM,0.552,88.4,585.88,48.82
0877-SDMBN,0.47,103.95,585.67,48.81
9822-OAOVB,0.88,55.45,585.45,48.79
3063-QFSZL,0.88,55.4,584.99,48.75
1169-SAOCL,0.457,106.65,584.93,48.74
0178-SZBHO,0.559,87.2,584.92,48.74
3583-EKAPL,0.886,55.0,584.59,48.72
8584-KMVXD,0.643,75.6,583.77,48.65
5370-IIVVL,0.465,104.5,583.21,48.6
0578-SKVMF,0.583,83.3,582.95,48.58
9552-TGUZV,0.647,75.0,582.42,48.53
1091-SOZGA,0.486,99.8,582.09,48.51
3627-FCRDW,0.683,71.0,581.88,48.49
0867-MKZVY,0.588,82.4,581.77,48.48
4704-ERYFC,0.7,69.25,581.5,48.46
2988-PLAHS,0.692,69.95,581.19,48.43
8715-KKTFG,0.468,103.3,580.09,48.34
6439-GTPCA,0.554,87.25,579.93,48.33
5828-DWPIL,0.542,89.1,579.17,48.26
4350-ZTLPI,0.442,108.95,578.49,48.21
5022-JNQEQ,0.635,75.85,578.27,48.19
7159-FVYPK,0.697,69.15,578.26,48.19
1230-QAJDW,0.738,65.25,577.99,48.17
1785-BPHTP,0.563,85.45,577.76,48.15
6578-KRMAW,0.515,93.4,577.36,48.11
2523-EWWZL,0.632,76.1,577.14,48.1
9286-DOJGF,0.642,74.95,577.03,48.09
9940-HPQPG,0.524,91.75,576.97,48.08
5569-IDSEY,0.455,105.7,576.81,48.07
1670-SVOWZ,0.536,89.65,576.76,48.06
8990-ZXLSU,0.696,69.05,576.65,48.05
2501-XWWTZ,0.684,70.2,576.19,48.02
3170-GWYKC,0.457,104.95,575.84,47.99
5419-KLXBN,0.538,89.15,575.83,47.99
8999-XXGNS,0.453,105.75,575.4,47.95
7855-DIWPO,0.697,68.65,574.5,47.88
4001-TSBTV,0.523,91.55,574.22,47.85
4503-BDXBD,0.638,74.95,574.21,47.85
4753-PADAS,0.452,105.7,573.84,47.82
6199-IWKGC,0.477,100.25,573.43,47.79
7410-OIEDU,0.598,79.85,573.38,47.78
1370-GGAWX,0.507,94.15,572.84,47.74
4948-WBBKL,0.637,74.9,572.7,47.73
9389-ACWBI,0.681,69.95,571.62,47.63
3452-SRFEG,0.637,74.6,570.31,47.53
0674-EYYZV,0.87,54.65,570.29,47.52
6917-YACBP,0.529,89.75,570.07,47.51
4662-EKDPQ,0.766,62.05,570.07,47.51
7993-PYKOF,0.633,75.0,569.51,47.46
8992-JQYUN,0.941,50.35,568.58,47.38
4685-ERGHK,0.545,86.9,568.51,47.38
7129-CAKJW,0.591,80.05,568.0,47.33
0887-WBJVH,0.506,93.45,567.92,47.33
0880-FVFWF,0.548,86.4,567.86,47.32
3192-LNKRK,0.563,84.05,567.42,47.29
4660-IRIBM,0.538,87.9,567.19,47.27
7921-LMDFQ,0.502,94.0,566.52,47.21
6234-PFPXL,0.492,95.9,566.36,47.2
2927-QRRQV,0.498,94.65,566.06,47.17
7409-JURKQ,0.422,111.8,565.78,47.15
3199-NPKCN,0.423,111.25,564.66,47.06
8979-CAMGB,0.461,102.1,564.52,47.04
4831-EOBFE,0.496,94.65,563.85,46.99
5469-CTCWN,0.443,106.0,563.92,46.99
9419-IPPBE,0.521,90.15,563.71,46.98
3094-JOJAI,0.633,74.15,563.52,46.96
6629-CZTTH,0.843,55.7,563.34,46.94
6728-VOIFY,0.489,96.0,563.05,46.92
7901-HXJVA,0.613,76.45,562.76,46.9
5067-XJQFU,0.432,108.45,562.81,46.9
3799-ISUZQ,0.67,69.95,562.66,46.89
9518-XXBXE,0.623,75.3,562.58,46.88
9800-ONTFE,0.618,75.8,562.49,46.87
7077-XJMET,0.632,74.15,562.2,46.85
0064-YIJGF,0.618,75.75,562.01,46.83
6217-TOWGS,0.621,75.4,561.95,46.83
7693-QPEFS,0.642,72.95,561.68,46.81
5074-FBGHB,0.447,104.65,561.24,46.77
7402-PWYJJ,0.512,91.15,560.21,46.68
3755-JBMNH,0.65,71.8,560.15,46.68
3717-LNXKW,0.509,91.7,559.89,46.66
6179-GJPSO,0.431,108.15,559.5,46.63
8404-FYDIB,0.538,86.65,559.39,46.62
6729-GDNGC,0.578,80.7,559.33,46.61
7517-SAWMO,0.637,73.2,559.22,46.6
0103-CSITQ,0.425,109.4,558.35,46.53
6778-YSNIH,0.789,59.0,558.33,46.53
6652-YFFJO,0.717,64.9,558.25,46.52
8149-AIQCG,0.636,73.15,558.2,46.52
5356-CSVSQ,0.72,64.6,558.07,46.51
9003-CPATH,0.582,79.9,557.64,46.47
5136-KCKGI,0.448,103.7,557.46,46.45
3208-YPIOE,0.617,75.25,557.16,46.43
8751-EDEKA,0.516,89.9,557.17,46.43
3870-MQAMG,0.421,110.35,556.92,46.41
0913-XWSCN,0.542,85.5,556.55,46.38
6874-SGLHU,0.478,97.0,556.17,46.35
8802-UNOJF,0.553,83.8,556.17,46.35
3415-TAILE,0.705,65.7,555.85,46.32
5298-GSTLM,0.457,101.4,555.84,46.32
6416-YJTTB,0.582,79.5,555.63,46.3
9824-BEMCV,0.671,69.0,555.48,46.29
3807-BPOMJ,0.488,94.75,555.33,46.28
8647-SDTWQ,0.622,74.3,554.98,46.25
0130-SXOUN,0.517,89.4,554.75,46.23
6425-YQLLO,0.436,105.95,554.28,46.19
0927-LCSMG,0.619,74.65,554.13,46.18
7503-QQRVF,0.621,74.3,554.13,46.18
2455-USLMV,0.545,84.75,554.18,46.18
2122-YWVYA,0.612,75.4,554.08,46.17
5708-EVONK,0.494,93.4,554.02,46.17
3891-PUQOD,0.78,59.2,553.95,46.16
8417-GSODA,0.501,92.2,553.97,46.16
7134-MJPDY,0.448,102.85,553.03,46.09
2252-JHJGE,0.442,104.0,552.13,46.01
7718-RXDGG,0.671,68.6,551.96,46.0
3137-LUPIX,0.714,64.4,551.48,45.96
4074-SJFFA,0.839,54.75,551.16,45.93
5140-FOMCQ,0.421,109.15,550.87,45.91
3518-PZXZQ,0.83,55.3,550.79,45.9
0409-WTMPL,0.415,110.65,550.68,45.89
2272-JKMSI,0.414,110.8,550.0,45.83
7927-AUXBZ,0.538,85.15,549.73,45.81
0639-TSIQW,0.445,102.95,549.64,45.8
8519-QJGJD,0.608,75.35,549.65,45.8
2207-QPJED,0.509,90.0,549.65,45.8
1304-BCCFO,0.653,70.05,549.24,45.77
3987-KQDDU,0.605,75.6,549.16,45.76
5827-MWCZK,0.472,96.95,549.14,45.76
1307-TVUFB,0.576,79.35,548.88,45.74
8091-TTVAX,0.456,100.35,548.77,45.73
1229-RCALF,0.398,115.0,548.62,45.72
1448-CYWKC,0.434,105.2,548.27,45.69
1228-ZLNBX,0.607,75.3,548.06,45.67
7562-UXTPG,0.651,70.15,547.95,45.66
4116-TZAQJ,0.615,74.25,547.74,45.64
9688-YGXVR,0.518,88.15,547.55,45.63
6173-ITPWD,0.547,83.35,547.28,45.61
6017-PPLPX,0.647,70.45,546.93,45.58
6022-UGGSO,0.611,74.4,545.25,45.44
3995-WFCSM,0.747,60.85,545.21,45.43
8920-NAVAY,0.41,110.75,544.95,45.41
2842-BCQGE,0.602,75.35,544.64,45.39
3211-ILJTT,0.645,70.4,544.74,45.39
1928-BXYIV,0.742,61.15,544.65,45.39
3814-MLAXC,0.568,79.85,543.98,45.33
1135-HIORI,0.407,111.45,543.87,45.32
9169-BSVIN,0.606,74.75,543.55,45.3
4194-WHFCB,0.468,96.65,543.35,45.28
9659-ZTWSM,0.422,107.35,543.41,45.28
5419-JKZNQ,0.581,77.9,542.81,45.23
7587-AOVVU,0.449,100.75,542.48,45.21
2731-GJRDG,0.413,109.55,542.45,45.2
6692-YQHXC,0.646,69.95,542.17,45.18
1174-FGIFN,0.499,90.45,542.04,45.17
5274-XHAKY,0.479,94.3,541.89,45.16
4351-QLCSU,0.821,55.0,541.88,45.16
6689-VRRTK,0.411,109.8,541.81,45.15
2884-GBPFB,0.641,70.3,541.16,45.1
0585-EGDDA,0.563,80.0,540.48,45.04
2873-ZLIWT,0.531,84.85,540.45,45.04
3677-TNKIO,0.634,71.0,540.37,45.03
8348-HFYIV,0.914,49.25,540.17,45.01
0691-JVSYA,0.474,94.85,539.83,44.99
5481-NTDOH,0.42,107.05,539.67,44.97
8597-CWYHH,0.477,94.35,539.64,44.97
5243-SAOTC,0.563,79.85,539.23,44.94
8020-BWHYL,0.596,75.3,538.72,44.89
8985-OOPOS,0.606,74.1,538.65,44.89
3537-HPKQT,0.576,77.75,537.82,44.82
4349-GFQHK,0.825,54.35,537.82,44.82
9029-FEGVJ,0.565,79.3,537.21,44.77
6557-BZXLQ,0.642,69.65,536.89,44.74
3329-WDIOK,0.883,50.6,536.03,44.67
2673-CXQEU,0.404,110.5,536.01,44.67
2585-KTFRE,0.634,70.45,535.89,44.66
9909-IDLEK,0.461,96.8,535.84,44.65
1470-PSXNM,0.477,93.65,535.7,44.64
1518-VOWAV,0.598,74.65,535.74,44.64
4484-CGXFK,0.807,55.3,535.55,44.63
5734-EJKXG,0.376,118.6,535.53,44.63
3404-JNXAX,0.553,80.75,535.47,44.62
2960-NKRSO,0.519,85.95,535.41,44.62
2386-LAHRK,0.834,53.5,535.36,44.61
1169-WCVAK,0.502,88.8,535.02,44.59
3190-XFANI,0.443,100.6,535.03,44.59
6994-KERXL,0.797,55.9,534.96,44.58
4720-VSTSI,0.526,84.8,534.97,44.58
9705-IOVQQ,0.45,99.0,534.92,44.58
5173-WXOQV,0.694,64.2,534.82,44.57
1689-MRZQR,0.569,78.3,534.7,44.56
1024-KPRBB,0.5,89.1,534.53,44.54
3923-CSIHK,0.626,71.05,533.99,44.5
2853-CWQFQ,0.747,59.55,533.71,44.48
2659-VXMWZ,0.4,111.3,533.67,44.47
9402-CXWPL,0.449,98.9,533.43,44.45
6723-WSNTY,0.411,108.1,533.37,44.45
7020-OZKXZ,0.588,75.5,532.64,44.39
2479-BRAMR,0.53,83.75,532.52,44.38
7767-UXAGJ,0.878,50.45,531.63,44.3
4929-BSTRX,0.827,53.55,531.43,44.29
3511-APPBJ,0.443,99.95,531.12,44.26
7318-EIVKO,0.747,59.25,531.05,44.25
2189-UXTKY,0.559,79.2,530.91,44.24
5131-PONJI,0.489,90.4,530.57,44.21
6952-OMNWB,0.55,80.35,530.54,44.21
0959-WHOKV,0.446,99.0,530.41,44.2
1216-JWVUX,0.585,75.5,530.42,44.2
0867-LDTTC,0.588,75.15,530.16,44.18
3325-FUYCG,0.416,106.1,529.57,44.13
4710-FDUIZ,0.44,100.3,529.26,44.1
2740-TVLFN,0.879,50.15,528.85,44.07
8993-IZEUX,0.637,69.15,528.72,44.06
1436-ZMJAN,0.65,67.8,528.46,44.04
1710-RCXUS,0.487,90.35,528.44,44.04
9844-FELAJ,0.408,107.9,528.27,44.02
4098-NAUKP,0.519,84.65,527.61,43.97
2692-AQCPF,0.407,108.05,527.6,43.97
0520-FDVVT,0.429,102.35,527.14,43.93
9974-JFBHQ,0.443,99.15,526.91,43.91
9643-YBLUR,0.636,69.05,526.73,43.89
5522-NYKPB,0.51,85.9,526.13,43.84
3503-TYDAY,0.545,80.45,525.96,43.83
6907-FLBER,0.807,54.3,525.77,43.81
5543-QDCRY,0.777,56.4,525.56,43.8
3969-GYXEL,0.573,76.4,525.36,43.78
0248-IPDFW,0.874,50.1,525.26,43.77
8267-ZNYVZ,0.422,103.75,525.1,43.76
3014-WJKSM,0.581,75.3,524.79,43.73
8988-ECPJR,0.549,79.6,524.77,43.73
7248-VZQLC,0.513,85.2,524.67,43.72
8903-XEBGX,0.79,55.3,524.29,43.69
0956-ACVZC,0.464,94.1,524.2,43.68
0541-FITGH,0.703,62.15,524.06,43.67
1550-LOAHA,0.519,84.15,523.92,43.66
2969-QWUBZ,0.849,51.4,523.57,43.63
0599-XNYDO,0.625,69.8,523.45,43.62
6825-UYPFK,0.577,75.6,523.01,43.58
7967-HYCDE,0.616,70.7,522.85,43.57
3162-ZJZFU,0.471,92.55,522.65,43.55
8679-LZBMD,0.48,90.65,522.38,43.53
2834-SPCJV,0.517,84.1,522.0,43.5
9360-AHGNL,0.397,109.55,521.71,43.48
4913-EHYUI,0.416,104.55,521.4,43.45
6985-HAYWX,0.548,79.3,521.29,43.44
5895-QSXOD,0.62,70.05,521.17,43.43
4727-MCYZG,0.78,55.55,520.27,43.36
3707-LRWZD,0.516,84.05,520.23,43.35
8313-KTIHG,0.707,61.3,519.86,43.32
2722-VOJQL,0.41,105.65,519.72,43.31
7621-VPNET,0.504,85.9,519.49,43.29
2139-FQHLM,0.481,89.95,519.14,43.26
2636-OHFMN,0.891,48.55,519.12,43.26
2985-JUUBZ,0.58,74.55,518.92,43.24
8496-EJAUI,0.585,73.85,518.53,43.21
0330-BGYZE,0.421,102.5,517.77,43.15
3927-NLNRY,0.457,94.25,517.41,43.12
1541-ETJZO,0.695,62.05,517.32,43.11
1956-YIFGE,0.431,100.05,517.29,43.11
9722-UJOJR,0.609,70.75,516.94,43.08
0431-APWVY,0.478,90.1,516.99,43.08
5201-USSQZ,0.502,85.9,516.98,43.08
1217-VASWC,0.428,100.55,516.58,43.05
4248-HCETZ,0.54,79.65,516.23,43.02
0988-JRWWP,0.794,54.2,516.14,43.01
5678-VFNEQ,0.413,104.1,515.83,42.99
6769-DYBQN,0.505,85.0,515.53,42.96
9272-LSVYH,0.612,70.15,515.05,42.92
4465-VDKIQ,0.551,77.8,514.87,42.91
2190-BCXEC,0.544,78.85,514.26,42.86
9154-QDGTH,0.411,104.3,513.83,42.82
2178-PMGCJ,0.613,69.7,512.83,42.74
1636-NTNCO,0.839,50.95,512.72,42.73
8961-QDZZJ,0.449,95.0,512.14,42.68
6599-SFQVE,0.775,55.0,511.65,42.64
5172-MIGPM,0.65,65.55,511.37,42.61
4860-IJUDE,0.577,73.75,510.97,42.58
7398-LXGYX,0.502,84.8,510.8,42.57
8945-MUQUF,0.448,94.8,510.11,42.51
4118-CEVPF,0.384,110.8,510.13,42.51
3086-RUCRN,0.412,103.1,509.91,42.49
4201-JMNGR,0.761,55.8,509.75,42.48
8868-GAGIO,0.502,84.55,509.63,42.47
2153-MREFK,0.428,99.2,509.12,42.43
7426-WEIJX,0.524,80.95,508.9,42.41
9239-ZBZZV,0.884,47.95,508.69,42.39
2074-GUHPQ,0.457,92.7,508.11,42.34
1360-XFJMR,0.386,109.7,507.92,42.33
2284-VFLKH,0.426,99.25,507.84,42.32
4183-WCSEP,0.538,78.45,506.7,42.22
7964-VEXDG,0.525,80.35,506.63,42.22
9170-CCKOU,0.468,90.2,506.31,42.19
8445-DNBAE,0.843,50.05,506.27,42.19
3669-LVWZB,0.827,51.0,506.03,42.17
2232-DMLXU,0.764,55.2,505.97,42.16
7188-CBBBA,0.441,95.5,505.08,42.09
9774-NRNAU,0.496,84.8,504.93,42.08
5149-TGWDZ,0.402,104.55,504.68,42.06
6986-IJDHX,0.487,86.3,504.1,42.01
9833-TGFHX,0.432,97.1,503.76,41.98
0365-GXEZS,0.537,78.2,503.79,41.98
6097-EQISJ,0.41,102.45,503.46,41.96
6968-GMKPR,0.514,81.55,502.95,41.91
9943-VSZUV,0.554,75.7,502.83,41.9
0708-LGSMF,0.636,65.85,502.49,41.87
8725-JEDFD,0.606,69.05,502.31,41.86
2272-UOINI,0.533,78.5,502.15,41.85
7504-UWHNB,0.6,69.75,501.9,41.83
3780-YVMFA,0.61,68.55,501.89,41.82
8387-MOJJT,0.536,77.95,501.62,41.8
8023-QHAIO,0.544,76.85,501.26,41.77
7544-ZVIKX,0.398,105.05,501.16,41.76
4393-RYCRE,0.393,106.05,500.41,41.7
9101-BWFSS,0.384,108.55,499.89,41.66
1591-MQJTP,0.445,93.65,499.68,41.64
7284-BUYEC,0.817,50.95,499.39,41.62
7442-YGZFK,0.835,49.8,498.92,41.58
0961-ZWLVI,0.381,109.2,498.77,41.56
4749-VFKVB,0.829,50.1,498.45,41.54
5447-WZAFP,0.414,100.3,498.45,41.54
7568-PODML,0.916,45.3,498.21,41.52
4931-TRZWN,0.577,71.95,497.91,41.49
5839-SUYVZ,0.556,74.55,497.54,41.46
1025-FALIX,0.6,69.05,497.12,41.43
3313-QKNKB,0.484,85.55,496.79,41.4
6048-QBXKL,0.732,56.55,496.65,41.39
6608-QQLVK,0.819,50.5,496.13,41.34
2737-WFVYW,0.914,45.25,496.1,41.34
2474-LCNUE,0.561,73.65,495.9,41.32
3334-CTHOL,0.826,49.95,495.03,41.25
0442-ZXKVS,0.356,115.6,494.42,41.2
0621-HJWXJ,0.505,81.55,494.23,41.19
9445-ZUEQE,0.483,85.2,494.12,41.18
7798-JVXYM,0.591,69.65,493.82,41.15
2898-MRKPI,0.407,101.05,493.74,41.15
6227-FBDXH,0.413,99.5,493.66,41.14
4918-FYJNT,0.455,90.45,493.66,41.14
1596-BBVTG,0.545,75.35,492.99,41.08
3541-ZNUHK,0.483,85.1,492.78,41.06
8294-UIMBA,0.435,94.4,492.7,41.06
0734-OXWBT,0.581,70.7,492.57,41.05
7929-DMBCV,0.507,81.0,492.42,41.04
2100-BDNSN,0.603,67.95,491.97,41.0
2240-HSJQD,0.501,81.85,491.75,40.98
1591-NFNLQ,0.512,80.0,491.68,40.97
1502-XFCVR,0.385,106.45,491.38,40.95
7404-JLKQG,0.711,57.55,491.15,40.93
9734-UYXQI,0.829,49.4,491.21,40.93
4789-KWMXN,0.369,110.85,491.09,40.92
5440-VHLUL,0.389,105.2,490.65,40.89
5168-MQQCA,0.376,108.5,489.81,40.82
6402-EJMWF,0.738,55.3,489.56,40.8
2560-PPCHE,0.388,105.05,489.17,40.76
9842-EFSYY,0.712,57.2,488.89,40.74
6078-VESFR,0.578,70.45,488.69,40.72
4343-EJVQB,0.548,74.35,488.55,40.71
1582-RAFML,0.677,60.1,488.56,40.71
3164-AALRN,0.581,70.0,488.09,40.67
5966-EMAZU,0.374,108.5,487.58,40.63
1251-KRREG,0.747,54.4,487.34,40.61
4323-OHFOW,0.385,105.55,487.21,40.6
8634-CILSZ,0.388,104.7,487.08,40.59
6726-WEXXK,0.472,85.9,487.05,40.59
0853-NWIFK,0.405,100.3,487.03,40.59
4317-VTEOA,0.8,50.75,486.94,40.58
5325-UWTWJ,0.448,90.55,486.95,40.58
0822-QGCXA,0.484,83.85,486.78,40.57
2669-QVCRG,0.499,81.3,486.6,40.55
6728-DKUCO,0.389,104.15,485.96,40.5
9210-IAHGH,0.572,70.75,485.63,40.47
4869-EPIUS,0.5,80.9,485.57,40.46
5376-PCKNB,0.387,104.45,484.75,40.4
5060-TQUQN,0.483,83.55,484.73,40.39
3583-KRKMD,0.531,75.9,484.03,40.34
9475-NNDGC,0.356,113.15,483.94,40.33
7296-PIXQY,0.575,70.2,483.97,40.33
3658-KIBGF,0.734,54.9,483.77,40.31
5433-KYGHE,0.468,86.0,482.93,40.24
4184-VODJZ,0.44,91.35,482.7,40.22
4250-ZBWLV,0.371,108.45,482.58,40.22
2495-INZWQ,0.902,44.55,482.2,40.18
7240-ETPTR,0.824,48.75,482.02,40.17
1170-SASML,0.47,85.4,481.24,40.1
8544-GOQSH,0.501,80.05,481.06,40.09
1450-SKCVI,0.542,73.85,480.35,40.03
8444-WRIDW,0.497,80.45,480.25,40.02
5312-IRCFR,0.431,92.85,480.26,40.02
0206-TBWLC,0.349,114.65,480.09,40.01
9948-YPTDG,0.503,79.45,479.8,39.98
6797-UCJHZ,0.382,104.6,479.21,39.93
2070-FNEXE,0.522,76.45,478.92,39.91
2475-MROZF,0.419,95.0,477.43,39.79
6647-ZEDXT,0.36,110.45,477.41,39.78
6429-SHBCB,0.572,69.6,477.41,39.78
7401-RUBNK,0.532,74.8,477.17,39.76
