SeniorCitizen,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,num_addon_services,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_bucket_7-12mo,tenure_bucket_13-24mo,tenure_bucket_25-48mo,tenure_bucket_49mo+,churn_flag,customerID
0,69,60.05,4176.7,0.8702898550724637,5,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,8626-PTQGE
0,52,102.7,5138.1,1.975,4,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0,4983-CLMLV
1,11,82.9,880.05,7.536363636363637,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,0,5701-YVSVF
1,2,70.35,139.05,35.175,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,5804-LEPIM
1,28,35.9,973.65,1.282142857142857,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,0,5697-GOMBF
1,17,82.65,1470.05,4.861764705882353,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,0,2739-CACDQ
0,35,19.85,739.35,0.5671428571428572,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,0,9385-EHGDO
0,8,19.2,161.95,2.4,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,9498-FIMXL
0,46,94.9,4422.95,2.0630434782608695,3,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,0,2379-GYFLQ
0,7,73.85,511.25,10.549999999999999,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,1,0122-OAHPZ
0,2,80.6,155.8,40.3,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2868-SNELZ
0,68,75.8,5293.95,1.1147058823529412,4,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,1,4322-RCYMT
0,43,104.6,4759.85,2.4325581395348834,4,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,1,6680-NENYN
0,68,88.15,6148.45,1.2963235294117648,6,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,2088-IEBAU
0,36,94.8,3565.65,2.6333333333333333,3,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,0,7982-VCELR
0,63,103.4,6603.0,1.6412698412698414,4,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,1,1343-EHPYB
1,32,54.65,1830.1,1.7078125,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6035-BXTTY
0,71,85.75,6223.8,1.2077464788732395,6,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,6885-PKOAM
0,66,67.45,4508.65,1.021969696969697,3,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,7520-HQWJU
0,63,20.5,1328.15,0.3253968253968254,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0,9639-BUJXT
0,41,20.25,865.0,0.49390243902439024,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,0,5924-SNGKP
1,1,72.1,72.1,72.1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0021-IKXGC
0,2,90.4,168.2,45.2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,2034-GDRCN
0,70,19.45,1303.5,0.27785714285714286,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,8966-SNIZF
0,23,44.95,996.85,1.9543478260869567,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,6243-OZGFH
1,64,97.0,6430.9,1.515625,4,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0,4654-DLAMQ
0,37,62.8,2278.75,1.6972972972972973,3,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,0513-RBGPE
0,17,44.6,681.4,2.623529411764706,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0,5160-UXJED
1,7,89.15,574.35,12.735714285714286,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,0,4115-NZRKS
0,4,84.8,371.9,21.2,2,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0219-YTZUE
1,21,41.9,840.1,1.9952380952380953,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,1,0623-IIHUG
0,10,80.25,846.0,8.025,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1,4572-DVCGN
1,16,54.1,889.0,3.38125,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0,3351-NGXYI
0,64,105.25,6823.4,1.64453125,4,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,8984-EYLLL
1,27,30.75,805.1,1.1388888888888888,1,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,9057-MSWCO
0,42,97.1,4016.75,2.3119047619047617,3,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,0,9833-TGFHX
0,5,20.2,83.75,4.04,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,9294-TDIPC
0,41,98.8,3959.15,2.4097560975609755,4,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,0,5229-DTFYB
0,58,50.3,2878.55,0.8672413793103447,1,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0104-PPXDV
0,47,20.55,945.7,0.4372340425531915,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,0,5176-LMJXE
0,18,75.9,1373.05,4.216666666666667,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3583-KRKMD
0,5,96.5,492.55,19.3,3,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1,1010-DIAUQ
0,23,59.95,1406.0,2.606521739130435,2,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,9069-LGEUL
0,1,19.15,19.15,19.15,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,7302-ZHMHP
0,71,98.65,6962.85,1.38943661971831,3,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,0,9571-EDEBV
0,72,112.6,8126.65,1.5638888888888889,6,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,3520-FJGCV
0,33,20.6,690.25,0.6242424242424243,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0,6563-VRERX
0,2,85.65,181.5,42.825,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0259-GBZSH
0,24,35.75,830.8,1.4895833333333333,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0,6122-EFVKN
0,56,99.75,5608.4,1.78125,4,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,0,2805-EDJPQ
0,37,96.1,3646.8,2.597297297297297,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,0,6862-CQUMB
0,43,85.1,3662.25,1.9790697674418603,5,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,0,7156-MXBJE
0,1,25.35,25.35,25.35,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,6158-HDPXZ
0,25,104.95,2566.5,4.198,4,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1,9601-BRXPO
0,61,89.65,5308.7,1.4696721311475411,6,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,0,2863-IMQDR
0,17,86.75,1410.25,5.102941176470588,2,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0,5686-CMAWK
0,41,86.2,3339.05,2.102439024390244,3,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,5651-CRHKQ
0,1,50.65,50.65,50.65,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,6905-NIQIN
1,72,64.8,4732.35,0.8999999999999999,6,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,8204-YJCLA
0,1,90.85,90.85,90.85,2,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1,5167-ZFFMM
0,48,108.1,5067.45,2.252083333333333,4,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,0,6583-SZVGP
1,11,19.95,214.75,1.8136363636363635,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,1,4895-TMWIR
1,55,85.45,4874.7,1.5536363636363637,2,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0533-BNWKF
0,42,54.75,2348.45,1.3035714285714286,5,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,0,1708-PBBOA
0,44,90.4,4063.0,2.0545454545454547,2,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0,8782-LKFPK
0,1,44.0,44.0,44.0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,5522-JBWMO
0,27,95.6,2595.25,3.5407407407407407,2,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,3597-MVHJT
1,27,84.8,2309.55,3.140740740740741,5,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,9774-NRNAU
1,2,44.3,89.3,22.15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0224-RLWWD
0,19,19.9,367.55,1.0473684210526315,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0,9967-ATRFS
1,42,95.05,3944.5,2.263095238095238,2,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,3951-NJCVI
0,66,90.05,5965.95,1.3643939393939393,6,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,2977-CEBSX
1,33,109.9,3694.7,3.3303030303030305,5,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,0177-PXBAT
0,34,73.95,2524.45,2.1750000000000003,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,1,6599-CEBNN
1,33,54.6,1803.7,1.6545454545454545,4,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,2519-ERQOJ
0,23,20.05,415.1,0.8717391304347827,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0,5876-QMYLD
0,32,19.75,624.15,0.6171875,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,2277-AXSDC
0,11,20.05,237.7,1.8227272727272728,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,0,9442-JTWDL
0,69,99.45,7007.6,1.441304347826087,3,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,1,0979-PHULV
0,68,55.9,3848.8,0.8220588235294117,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,3067-SVMTC
0,20,19.7,419.4,0.985,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,0,5495-GPSRW
0,72,19.8,1468.75,0.275,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,0,7606-BPHHN
0,60,95.4,5812.0,1.59,3,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0,4742-DRORA
1,32,93.95,2861.45,2.9359375,3,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,0111-KLBQG
0,1,19.9,19.9,19.9,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,1,4800-VHZKI
0,1,19.6,19.6,19.6,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,1,7989-CHGTL
1,3,81.35,233.7,27.116666666666664,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0334-GDDSO
0,46,24.45,1066.15,0.5315217391304348,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,4163-NCJAK
0,29,74.95,2149.05,2.5844827586206898,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,5233-AOZUF
0,51,87.35,4473.0,1.7127450980392156,3,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,5973-EJGDP
1,48,70.65,3545.05,1.471875,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,1996-DBMUS
0,16,73.25,1195.75,4.578125,1,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7916-VCCPB
0,70,98.7,6858.9,1.4100000000000001,4,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,0,4686-GEFRM
0,40,24.8,1024.7,0.62,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,0,5249-QYHEX
0,22,83.3,1845.9,3.786363636363636,2,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1,0578-SKVMF
1,1,75.3,75.3,75.3,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,5564-NEMQO
0,5,24.3,132.25,4.86,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,2233-FAGXV
0,7,69.85,515.45,9.978571428571428,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,5605-IYGFG
0,29,100.55,2830.45,3.467241379310345,4,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0,7663-ZTEGJ
0,44,25.7,1110.5,0.5840909090909091,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0,3935-TBRZZ
0,10,40.7,449.3,4.07,3,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,8111-BKVDS
1,55,51.65,2838.55,0.9390909090909091,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2055-SIFSS
1,52,105.1,5376.4,2.021153846153846,4,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,0,2806-MLNTI
0,10,85.95,858.6,8.595,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0,8734-DKSTZ
0,18,75.6,1395.05,4.199999999999999,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,4360-PNRQB
0,68,58.25,3975.7,0.8566176470588235,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6152-ONASV
0,61,19.4,1182.55,0.3180327868852459,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,1,9063-ZGTUY
0,72,65.2,4784.45,0.9055555555555556,6,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,7781-HVGMK
0,2,53.45,119.5,26.725,2,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2181-UAESM
0,12,45.4,518.9,3.783333333333333,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,2957-LOLHO
0,41,19.75,899.45,0.4817073170731707,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,0,6048-NJXHX
0,26,44.45,1183.8,1.7096153846153848,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0,2320-SLKMB
0,36,20.85,720.05,0.5791666666666667,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,4980-URKXC
0,72,114.05,8468.2,1.5840277777777778,6,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,4376-KFVRS
0,35,89.85,3161.2,2.567142857142857,2,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,5886-VLQVU
0,1,55.05,55.05,55.05,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3577-AMVUX
0,16,112.95,1882.55,7.059375,5,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,0771-WLCLA
1,49,101.55,5070.4,2.0724489795918366,3,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,0,5628-RKIFK
0,54,114.65,6049.5,2.1231481481481485,6,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,0,0206-TBWLC
0,18,64.8,1166.7,3.5999999999999996,2,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,2937-FTHUR
0,36,80.4,2937.65,2.2333333333333334,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0,1910-FMXJM
0,60,105.9,6396.45,1.7650000000000001,4,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,1,7752-XUSCI
0,1,69.55,69.55,69.55,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,4110-PFEUZ
0,52,25.05,1270.25,0.48173076923076924,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,0732-OCQOC
0,8,94.75,759.55,11.84375,3,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,0,5168-MSWXT
0,72,105.5,7611.55,1.4652777777777777,5,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,1090-ESELR
0,64,24.7,1642.75,0.3859375,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0,8592-PLTMQ
1,22,69.75,1545.4,3.1704545454545454,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,0,5760-WRAHC
0,60,60.2,3582.4,1.0033333333333334,5,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0,8847-GEOOQ
0,28,81.05,2227.1,2.894642857142857,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,1,0256-LTHVJ
0,61,24.4,1417.9,0.39999999999999997,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0,4785-FCIFB
0,24,104.15,2494.65,4.339583333333334,4,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,8313-NDOIA
0,28,92.9,2768.35,3.317857142857143,4,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,5149-CUZUJ
0,30,80.8,2369.3,2.6933333333333334,5,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0,0942-KOWSM
0,2,20.0,38.0,10.0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,4237-CLSMM
0,1,75.1,75.1,75.1,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,1452-VOQCH
0,6,19.65,100.9,3.275,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,4719-UMSIY
0,24,69.45,1614.05,2.8937500000000003,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,0,6614-VBEGU
0,4,101.15,385.9,25.2875,3,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1,0880-TKATG
0,7,99.8,673.25,14.257142857142856,3,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,1,3811-VBYBZ
1,72,116.05,8404.9,1.6118055555555555,6,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,1480-BKXGA
0,70,40.05,2799.75,0.5721428571428571,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,0,2996-XAUVF
1,64,102.1,6538.45,1.5953125,4,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,0,9076-AXYIK
0,72,89.7,6588.95,1.2458333333333333,2,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,0,5968-XQIVE
0,44,19.9,868.1,0.4522727272727272,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,0,8896-RAZCR
0,13,55.95,734.35,4.303846153846154,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1,4640-UHDOS
